User_ID,Age,Gender,Region,Education_Level,Course_Interested,Preferred_Device,Ad_Channel,Interest_Score,Visit_Date,Signup_Status,Signup_Date,Course_Enrolled,Plan_Type,Enrollment_Date,Course_Completion_Status,Monthly_Fee,Referral_Count,Satisfaction_Score
USER00566,36,Female,Tier-2 City,Postgraduate,Finance,Tablet,Instagram,41,2023-11-15,Yes,2023-11-21,No,,,,0,0,0
USER00567,33,Male,Tier-1 City,High School,Finance,Desktop,Instagram,95,2023-03-15,Yes,2023-03-19,Yes,Elite,2023-03-21,Completed,2499,0,10
USER00568,37,Male,Tier-2 City,Postgraduate,Data Science,Mobile,LinkedIn,49,2023-09-04,Yes,2023-09-13,No,,,,0,0,0
USER00569,49,Female,Rural Area,Diploma,UI/UX Design,Tablet,Instagram,31,2023-09-15,No,,No,,,,0,0,0
USER00570,52,Male,Tier-1 City,Graduate,Data Science,Desktop,Facebook,35,2024-03-22,No,,No,,,,0,0,0
USER00571,54,Female,Tier-2 City,Diploma,Entrepreneurship,Tablet,Instagram,46,2023-09-27,Yes,2023-10-11,No,,,,0,0,0
USER00572,45,Female,Rural Area,Graduate,Entrepreneurship,Tablet,Instagram,86,2024-08-23,Yes,2024-08-28,Yes,Elite,2024-09-05,Completed,2499,1,9
USER00573,48,Other,Rural Area,Postgraduate,Digital Marketing,Tablet,Google Search,87,2023-01-31,Yes,2023-02-13,Yes,Pro,2023-02-15,Completed,1799,1,9
USER00574,21,Female,Tier-2 City,Graduate,Finance,Mobile,YouTube,48,2024-07-04,Yes,2024-07-07,No,,,,0,0,0
USER00575,28,Female,Tier-1 City,Postgraduate,Finance,Tablet,Instagram,0,2024-12-22,No,,No,,,,0,0,0
USER00576,35,Male,Rural Area,Graduate,Entrepreneurship,Tablet,LinkedIn,1,2024-12-30,No,,No,,,,0,0,0
USER00577,49,Male,Tier-1 City,Postgraduate,Finance,Mobile,YouTube,44,2024-08-28,Yes,2024-09-01,No,,,,0,0,0
USER00578,28,Female,Tier-2 City,Diploma,Entrepreneurship,Mobile,LinkedIn,91,2023-01-10,Yes,2023-01-21,Yes,Basic,2023-01-31,Completed,999,0,8
USER00579,37,Female,Tier-2 City,Diploma,Entrepreneurship,Mobile,Facebook,11,2024-08-22,No,,No,,,,0,0,0
USER00580,36,Male,Rural Area,Postgraduate,Digital Marketing,Mobile,YouTube,71,2024-05-21,Yes,2024-05-21,Yes,Elite,2024-05-22,Completed,2499,1,7
USER00581,29,Female,Rural Area,Graduate,UI/UX Design,Tablet,Google Search,68,2023-05-12,Yes,2023-05-24,Yes,Pro,2023-05-28,In Progress,1799,1,10
USER00582,51,Male,Tier-2 City,Diploma,Digital Marketing,Mobile,LinkedIn,100,2023-03-23,Yes,2023-03-25,Yes,Elite,2023-04-01,Completed,2499,0,8
USER00583,20,Other,Tier-1 City,Postgraduate,UI/UX Design,Desktop,Instagram,64,2024-10-24,Yes,2024-10-27,Yes,Pro,2024-10-27,Completed,1799,0,8
USER00584,35,Other,Tier-2 City,Diploma,Digital Marketing,Mobile,Google Search,94,2023-11-02,Yes,2023-11-11,Yes,Elite,2023-11-20,Completed,2499,2,6
USER00585,27,Other,Rural Area,Diploma,Entrepreneurship,Mobile,YouTube,12,2023-07-29,No,,No,,,,0,0,0
USER00586,44,Other,Tier-2 City,Diploma,Entrepreneurship,Mobile,YouTube,64,2024-05-06,Yes,2024-05-21,Yes,Elite,2024-05-24,Completed,2499,0,9
USER00587,50,Male,Rural Area,High School,Finance,Desktop,Google Search,48,2024-06-30,Yes,2024-07-04,No,,,,0,0,0
USER00588,53,Male,Rural Area,High School,UI/UX Design,Mobile,Google Search,75,2023-11-20,Yes,2023-11-22,Yes,Pro,2023-11-22,In Progress,1799,0,7
USER00589,27,Other,Rural Area,High School,Data Science,Mobile,LinkedIn,93,2023-05-14,Yes,2023-05-19,Yes,Pro,2023-05-23,Completed,1799,1,6
USER00590,27,Female,Tier-2 City,Graduate,Data Science,Desktop,Instagram,63,2024-05-04,Yes,2024-05-09,Yes,Pro,2024-05-09,In Progress,1799,0,10
USER00591,35,Other,Rural Area,Diploma,Finance,Tablet,YouTube,35,2023-01-19,No,,No,,,,0,0,0
USER00592,41,Other,Tier-1 City,Postgraduate,Digital Marketing,Desktop,Instagram,55,2024-11-25,Yes,2024-12-08,No,,,,0,0,0
USER00593,48,Female,Tier-2 City,Diploma,Data Science,Mobile,Facebook,48,2023-10-16,Yes,2023-10-22,No,,,,0,0,0
USER00594,53,Female,Tier-1 City,Diploma,Finance,Tablet,LinkedIn,20,2024-08-14,No,,No,,,,0,0,0
USER00595,43,Male,Tier-2 City,Graduate,Data Science,Tablet,LinkedIn,71,2023-02-13,Yes,2023-02-25,Yes,Basic,2023-03-03,Dropped,999,1,9
USER00596,46,Other,Rural Area,Diploma,Data Science,Desktop,Google Search,27,2024-05-11,No,,No,,,,0,0,0
USER00597,44,Female,Rural Area,Postgraduate,Digital Marketing,Desktop,Facebook,79,2023-06-15,Yes,2023-06-29,Yes,Basic,2023-07-05,Completed,999,0,10
USER00598,38,Male,Rural Area,Graduate,UI/UX Design,Desktop,Instagram,6,2024-01-01,No,,No,,,,0,0,0
USER00599,26,Female,Tier-1 City,Postgraduate,Finance,Mobile,Facebook,89,2024-11-12,Yes,2024-11-12,Yes,Elite,2024-11-13,Completed,2499,1,8
USER00600,33,Female,Tier-2 City,Graduate,Digital Marketing,Desktop,Google Search,31,2024-07-10,No,,No,,,,0,0,0
USER00601,21,Male,Rural Area,Graduate,UI/UX Design,Mobile,YouTube,57,2023-02-05,Yes,2023-02-18,No,,,,0,0,0
USER00602,37,Male,Tier-2 City,High School,UI/UX Design,Desktop,YouTube,3,2024-09-12,No,,No,,,,0,0,0
USER00603,20,Female,Tier-1 City,Postgraduate,Digital Marketing,Tablet,LinkedIn,12,2023-08-06,No,,No,,,,0,0,0
USER00604,21,Male,Rural Area,Diploma,Digital Marketing,Tablet,Instagram,89,2024-09-18,Yes,2024-09-21,Yes,Basic,2024-09-22,In Progress,999,1,7
USER00605,45,Other,Rural Area,Graduate,Data Science,Tablet,Instagram,30,2023-03-31,No,,No,,,,0,0,0
USER00606,54,Male,Tier-1 City,Postgraduate,Entrepreneurship,Tablet,Google Search,40,2024-12-08,No,,No,,,,0,0,0
USER00607,38,Male,Tier-2 City,Postgraduate,Digital Marketing,Tablet,LinkedIn,85,2023-10-21,Yes,2023-10-30,Yes,Pro,2023-10-30,Completed,1799,0,9
USER00608,26,Female,Rural Area,High School,UI/UX Design,Mobile,Google Search,5,2023-02-18,No,,No,,,,0,0,0
USER00609,17,Male,Rural Area,Diploma,Digital Marketing,Tablet,YouTube,21,2023-10-30,No,,No,,,,0,0,0
USER00610,29,Male,Rural Area,High School,Digital Marketing,Mobile,YouTube,36,2023-04-07,No,,No,,,,0,0,0
USER00611,24,Other,Tier-2 City,High School,Data Science,Desktop,Facebook,81,2024-08-24,Yes,2024-08-28,Yes,Pro,2024-09-02,Dropped,1799,2,7
USER00612,42,Other,Tier-2 City,Graduate,Entrepreneurship,Desktop,LinkedIn,2,2024-07-11,No,,No,,,,0,0,0
USER00613,32,Other,Tier-2 City,High School,Digital Marketing,Mobile,Facebook,8,2023-09-02,No,,No,,,,0,0,0
USER00614,16,Female,Rural Area,Postgraduate,Entrepreneurship,Tablet,LinkedIn,38,2023-05-18,No,,No,,,,0,0,0
USER00615,33,Male,Rural Area,Graduate,Data Science,Tablet,YouTube,3,2024-04-01,No,,No,,,,0,0,0
USER00616,36,Other,Rural Area,High School,Data Science,Tablet,LinkedIn,19,2023-03-29,No,,No,,,,0,0,0
USER00617,18,Female,Tier-2 City,Graduate,Digital Marketing,Tablet,Google Search,6,2023-08-01,No,,No,,,,0,0,0
USER00618,36,Male,Tier-2 City,Diploma,Digital Marketing,Mobile,Google Search,52,2023-07-26,Yes,2023-08-03,No,,,,0,0,0
USER00619,54,Other,Tier-2 City,High School,Finance,Desktop,Facebook,83,2023-09-09,Yes,2023-09-19,Yes,Pro,2023-09-26,Completed,1799,2,10
USER00620,46,Male,Tier-2 City,High School,Finance,Tablet,Facebook,58,2024-04-04,Yes,2024-04-08,No,,,,0,0,0
USER00621,42,Other,Tier-2 City,Postgraduate,Data Science,Desktop,YouTube,23,2023-04-04,No,,No,,,,0,0,0
USER00622,40,Other,Rural Area,Diploma,Data Science,Desktop,Facebook,89,2023-10-26,Yes,2023-11-01,Yes,Elite,2023-11-03,Completed,2499,3,8
USER00623,37,Male,Rural Area,Graduate,Data Science,Mobile,Google Search,44,2024-12-12,Yes,2024-12-15,No,,,,0,0,0
USER00624,54,Male,Tier-2 City,Postgraduate,Digital Marketing,Tablet,LinkedIn,40,2024-04-13,No,,No,,,,0,0,0
USER00625,26,Female,Rural Area,Graduate,Finance,Mobile,LinkedIn,53,2024-01-22,Yes,2024-02-06,No,,,,0,0,0
USER00626,48,Female,Tier-1 City,Postgraduate,Data Science,Tablet,Google Search,44,2024-08-20,Yes,2024-08-25,No,,,,0,0,0
USER00627,35,Other,Tier-2 City,High School,UI/UX Design,Mobile,Google Search,37,2024-08-21,No,,No,,,,0,0,0
USER00628,29,Male,Rural Area,Graduate,Digital Marketing,Mobile,YouTube,51,2023-10-19,Yes,2023-10-26,No,,,,0,0,0
USER00629,21,Other,Rural Area,Postgraduate,UI/UX Design,Desktop,YouTube,25,2023-07-23,No,,No,,,,0,0,0
USER00630,22,Other,Tier-1 City,Graduate,Entrepreneurship,Mobile,YouTube,77,2023-11-21,Yes,2023-11-25,Yes,Pro,2023-11-28,Dropped,1799,1,6
USER00631,43,Female,Rural Area,Graduate,Finance,Desktop,YouTube,66,2024-09-11,Yes,2024-09-21,Yes,Basic,2024-09-22,Completed,999,0,10
USER00632,44,Male,Rural Area,Graduate,Data Science,Tablet,YouTube,40,2024-02-06,No,,No,,,,0,0,0
USER00633,22,Male,Tier-1 City,Diploma,Finance,Mobile,YouTube,89,2024-07-18,Yes,2024-07-22,Yes,Pro,2024-07-23,Dropped,1799,1,7
USER00634,49,Other,Tier-1 City,Diploma,UI/UX Design,Desktop,Google Search,25,2023-02-27,No,,No,,,,0,0,0
USER00635,23,Other,Tier-1 City,Diploma,Finance,Desktop,Instagram,64,2024-04-28,Yes,2024-05-09,Yes,Basic,2024-05-10,Completed,999,1,10
USER00636,39,Other,Tier-2 City,Graduate,Entrepreneurship,Mobile,Instagram,10,2024-12-27,No,,No,,,,0,0,0
USER00637,42,Other,Tier-1 City,Postgraduate,UI/UX Design,Desktop,YouTube,82,2023-05-24,Yes,2023-06-05,Yes,Elite,2023-06-09,In Progress,2499,0,9
USER00638,30,Female,Rural Area,Graduate,Data Science,Tablet,Google Search,97,2023-06-18,Yes,2023-07-02,Yes,Elite,2023-07-02,In Progress,2499,1,7
USER00639,37,Female,Tier-2 City,Diploma,UI/UX Design,Mobile,Google Search,96,2024-11-30,Yes,2024-12-12,Yes,Basic,2024-12-14,Dropped,999,0,7
USER00640,31,Male,Rural Area,Diploma,Digital Marketing,Tablet,Google Search,84,2024-05-02,Yes,2024-05-14,Yes,Elite,2024-05-18,Completed,2499,2,10
USER00641,16,Male,Tier-2 City,High School,Finance,Tablet,YouTube,18,2024-02-17,No,,No,,,,0,0,0
USER00642,18,Male,Rural Area,Diploma,Finance,Tablet,Facebook,39,2024-08-24,No,,No,,,,0,0,0
USER00643,38,Male,Tier-1 City,Postgraduate,Entrepreneurship,Tablet,Facebook,26,2023-05-25,No,,No,,,,0,0,0
USER00644,35,Other,Tier-2 City,High School,Finance,Mobile,LinkedIn,79,2023-01-25,Yes,2023-01-27,Yes,Pro,2023-02-03,Dropped,1799,1,6
USER00645,29,Other,Tier-1 City,Diploma,Finance,Mobile,Facebook,15,2024-09-23,No,,No,,,,0,0,0
USER00646,21,Female,Rural Area,Diploma,UI/UX Design,Tablet,LinkedIn,88,2023-03-31,Yes,2023-04-05,Yes,Basic,2023-04-10,Completed,999,0,9
USER00647,31,Female,Tier-1 City,High School,Entrepreneurship,Mobile,YouTube,42,2024-06-18,Yes,2024-07-02,No,,,,0,0,0
USER00648,27,Male,Tier-1 City,Graduate,Digital Marketing,Mobile,Instagram,27,2024-02-09,No,,No,,,,0,0,0
USER00649,22,Other,Tier-2 City,High School,Data Science,Tablet,YouTube,80,2024-12-26,Yes,2025-01-10,Yes,Elite,2025-01-19,Completed,2499,0,6
USER00650,52,Other,Tier-1 City,Graduate,UI/UX Design,Mobile,LinkedIn,29,2024-11-26,No,,No,,,,0,0,0
USER00651,28,Other,Rural Area,Graduate,Digital Marketing,Mobile,LinkedIn,62,2024-06-30,Yes,2024-07-05,Yes,Pro,2024-07-08,Completed,1799,0,10
USER00652,29,Male,Tier-1 City,Graduate,Data Science,Tablet,YouTube,62,2023-06-27,Yes,2023-07-02,Yes,Basic,2023-07-08,Dropped,999,0,7
USER00653,45,Other,Rural Area,Diploma,UI/UX Design,Mobile,Instagram,98,2023-07-19,Yes,2023-07-23,Yes,Basic,2023-07-24,Completed,999,1,10
USER00654,37,Female,Rural Area,Postgraduate,Data Science,Desktop,Google Search,12,2024-02-14,No,,No,,,,0,0,0
USER00655,44,Female,Tier-2 City,Postgraduate,Entrepreneurship,Mobile,Facebook,57,2023-12-19,Yes,2023-12-27,No,,,,0,0,0
USER00656,36,Male,Tier-1 City,High School,UI/UX Design,Desktop,LinkedIn,73,2024-10-27,Yes,2024-11-01,Yes,Elite,2024-11-10,Completed,2499,1,6
USER00657,22,Male,Tier-1 City,High School,Data Science,Tablet,Google Search,68,2024-07-24,Yes,2024-07-29,Yes,Pro,2024-08-03,In Progress,1799,2,10
USER00658,30,Other,Tier-2 City,Graduate,Digital Marketing,Mobile,Facebook,56,2023-11-04,Yes,2023-11-15,No,,,,0,0,0
USER00659,35,Other,Tier-1 City,Diploma,Data Science,Tablet,Google Search,61,2024-10-02,Yes,2024-10-14,Yes,Basic,2024-10-15,Completed,999,3,9
USER00660,31,Female,Tier-1 City,High School,Finance,Tablet,Instagram,19,2024-03-02,No,,No,,,,0,0,0
USER00661,49,Female,Tier-1 City,Graduate,UI/UX Design,Mobile,YouTube,60,2023-11-29,Yes,2023-12-07,No,,,,0,0,0
USER00662,49,Male,Rural Area,Graduate,Finance,Desktop,LinkedIn,82,2023-05-09,Yes,2023-05-21,Yes,Basic,2023-05-29,Completed,999,1,6
USER00663,27,Male,Tier-2 City,Diploma,Entrepreneurship,Mobile,LinkedIn,19,2023-05-26,No,,No,,,,0,0,0
USER00664,45,Male,Tier-1 City,High School,Finance,Tablet,Facebook,11,2024-08-18,No,,No,,,,0,0,0
USER00665,19,Other,Tier-1 City,Postgraduate,UI/UX Design,Mobile,LinkedIn,72,2024-01-26,Yes,2024-02-04,Yes,Basic,2024-02-13,Completed,999,2,9
USER00666,29,Female,Rural Area,High School,UI/UX Design,Tablet,YouTube,43,2023-04-10,Yes,2023-04-14,No,,,,0,0,0
USER00667,54,Other,Rural Area,Postgraduate,Entrepreneurship,Desktop,Instagram,3,2024-01-05,No,,No,,,,0,0,0
USER00668,19,Male,Tier-1 City,Postgraduate,Digital Marketing,Desktop,LinkedIn,63,2024-12-11,Yes,2024-12-12,Yes,Elite,2024-12-20,Completed,2499,0,8
USER00669,48,Other,Rural Area,Postgraduate,UI/UX Design,Desktop,Facebook,95,2023-06-28,Yes,2023-07-10,Yes,Pro,2023-07-18,In Progress,1799,1,8
USER00670,24,Other,Tier-1 City,Graduate,Finance,Tablet,Google Search,62,2023-12-03,Yes,2023-12-18,Yes,Elite,2023-12-19,Completed,2499,1,10
USER00671,25,Other,Rural Area,Diploma,Entrepreneurship,Desktop,Instagram,57,2023-03-29,Yes,2023-04-03,No,,,,0,0,0
USER00672,29,Male,Tier-2 City,High School,Finance,Desktop,Facebook,42,2023-07-17,Yes,2023-07-23,No,,,,0,0,0
USER00673,31,Male,Tier-1 City,Diploma,Finance,Desktop,YouTube,47,2023-11-21,Yes,2023-11-23,No,,,,0,0,0
USER00674,21,Female,Tier-2 City,Postgraduate,Data Science,Tablet,Instagram,80,2024-01-17,Yes,2024-01-17,Yes,Pro,2024-01-17,In Progress,1799,1,7
USER00675,49,Male,Tier-2 City,Diploma,Digital Marketing,Mobile,YouTube,47,2024-03-27,Yes,2024-03-28,No,,,,0,0,0
USER00676,45,Male,Rural Area,Graduate,Data Science,Tablet,Google Search,54,2023-06-05,Yes,2023-06-19,No,,,,0,0,0
USER00677,31,Male,Tier-1 City,Graduate,Finance,Mobile,LinkedIn,71,2023-06-04,Yes,2023-06-17,Yes,Elite,2023-06-25,Completed,2499,0,9
USER00678,41,Male,Rural Area,Postgraduate,Digital Marketing,Desktop,LinkedIn,31,2023-06-10,No,,No,,,,0,0,0
USER00679,52,Male,Tier-2 City,Graduate,Data Science,Mobile,YouTube,17,2024-12-29,No,,No,,,,0,0,0
USER00680,46,Female,Tier-1 City,Graduate,Entrepreneurship,Desktop,YouTube,66,2024-01-01,Yes,2024-01-14,Yes,Elite,2024-01-23,In Progress,2499,1,9
USER00681,20,Male,Tier-2 City,Postgraduate,Data Science,Desktop,Instagram,76,2024-09-03,Yes,2024-09-14,Yes,Pro,2024-09-23,Completed,1799,0,9
USER00682,21,Female,Tier-1 City,Postgraduate,Entrepreneurship,Desktop,Google Search,43,2024-05-04,Yes,2024-05-06,No,,,,0,0,0
USER00683,30,Male,Tier-2 City,Diploma,Digital Marketing,Mobile,LinkedIn,76,2024-11-28,Yes,2024-11-28,Yes,Basic,2024-12-06,Dropped,999,1,9
USER00684,19,Female,Tier-2 City,Diploma,Entrepreneurship,Tablet,LinkedIn,68,2023-02-27,Yes,2023-03-09,Yes,Basic,2023-03-14,Completed,999,2,9
USER00685,16,Other,Tier-2 City,Graduate,Finance,Desktop,LinkedIn,53,2024-03-16,Yes,2024-03-21,No,,,,0,0,0
USER00686,39,Other,Tier-2 City,High School,Data Science,Desktop,LinkedIn,24,2024-04-23,No,,No,,,,0,0,0
USER00687,32,Male,Rural Area,Graduate,Entrepreneurship,Desktop,LinkedIn,51,2024-02-06,Yes,2024-02-09,No,,,,0,0,0
USER00688,36,Female,Tier-2 City,Postgraduate,Digital Marketing,Desktop,Google Search,34,2024-01-24,No,,No,,,,0,0,0
USER00689,40,Female,Tier-2 City,Postgraduate,Entrepreneurship,Mobile,Instagram,1,2023-07-14,No,,No,,,,0,0,0
USER00690,41,Female,Rural Area,High School,Data Science,Tablet,Google Search,45,2023-09-10,Yes,2023-09-20,No,,,,0,0,0
USER00691,26,Female,Rural Area,Postgraduate,Entrepreneurship,Tablet,Facebook,10,2024-12-21,No,,No,,,,0,0,0
USER00692,30,Male,Tier-2 City,Diploma,Finance,Mobile,Google Search,36,2024-06-30,No,,No,,,,0,0,0
USER00693,49,Male,Rural Area,Graduate,UI/UX Design,Mobile,Facebook,99,2024-03-14,Yes,2024-03-25,Yes,Basic,2024-03-25,Completed,999,3,10
USER00694,17,Other,Tier-2 City,High School,UI/UX Design,Desktop,YouTube,62,2024-07-25,Yes,2024-08-04,Yes,Pro,2024-08-12,In Progress,1799,1,7
USER00695,24,Other,Tier-2 City,Diploma,Data Science,Desktop,Instagram,90,2024-12-24,Yes,2025-01-03,Yes,Basic,2025-01-07,Completed,999,3,8
USER00696,30,Female,Tier-1 City,Graduate,UI/UX Design,Tablet,Facebook,99,2024-07-16,Yes,2024-07-24,Yes,Pro,2024-07-26,Dropped,1799,3,8
USER00697,53,Female,Tier-1 City,Postgraduate,UI/UX Design,Mobile,YouTube,76,2024-08-20,Yes,2024-08-21,Yes,Elite,2024-08-23,Completed,2499,4,7
USER00698,44,Male,Tier-2 City,Graduate,UI/UX Design,Mobile,LinkedIn,28,2024-11-10,No,,No,,,,0,0,0
USER00699,32,Female,Tier-2 City,Graduate,Finance,Mobile,LinkedIn,32,2024-02-12,No,,No,,,,0,0,0
USER00700,33,Male,Rural Area,Diploma,Entrepreneurship,Desktop,Instagram,31,2023-07-30,No,,No,,,,0,0,0
USER00701,43,Male,Tier-1 City,Diploma,Data Science,Tablet,Facebook,29,2024-11-22,No,,No,,,,0,0,0
USER00702,49,Other,Tier-1 City,Postgraduate,Entrepreneurship,Desktop,YouTube,85,2024-09-29,Yes,2024-09-30,Yes,Elite,2024-10-03,Completed,2499,1,8
USER00703,30,Other,Tier-1 City,Diploma,Finance,Desktop,Instagram,10,2023-09-23,No,,No,,,,0,0,0
USER00704,37,Female,Rural Area,Diploma,Entrepreneurship,Mobile,Facebook,70,2023-03-05,Yes,2023-03-12,Yes,Elite,2023-03-13,Completed,2499,1,9
USER00705,41,Male,Tier-1 City,Graduate,Finance,Desktop,Google Search,35,2023-09-14,No,,No,,,,0,0,0
USER00706,48,Male,Tier-2 City,Postgraduate,UI/UX Design,Tablet,Instagram,16,2023-10-22,No,,No,,,,0,0,0
USER00707,52,Other,Tier-1 City,Graduate,Digital Marketing,Desktop,Google Search,56,2024-02-10,Yes,2024-02-23,No,,,,0,0,0
USER00708,16,Other,Tier-1 City,Graduate,Digital Marketing,Desktop,Google Search,34,2024-01-27,No,,No,,,,0,0,0
USER00709,36,Other,Tier-1 City,Postgraduate,Finance,Desktop,Instagram,28,2023-11-18,No,,No,,,,0,0,0
USER00710,22,Male,Tier-1 City,High School,Data Science,Tablet,Facebook,74,2023-08-08,Yes,2023-08-19,Yes,Pro,2023-08-24,Dropped,1799,1,6
USER00711,28,Female,Rural Area,High School,Digital Marketing,Tablet,Google Search,82,2023-01-03,Yes,2023-01-16,Yes,Pro,2023-01-17,Completed,1799,1,7
USER00712,47,Male,Rural Area,Postgraduate,UI/UX Design,Tablet,Facebook,37,2023-04-04,No,,No,,,,0,0,0
USER00713,46,Female,Rural Area,Graduate,Digital Marketing,Mobile,LinkedIn,0,2024-04-05,No,,No,,,,0,0,0
USER00714,20,Male,Tier-2 City,Diploma,Entrepreneurship,Mobile,YouTube,13,2024-03-14,No,,No,,,,0,0,0
USER00715,40,Male,Tier-2 City,Diploma,Data Science,Tablet,YouTube,43,2023-11-25,Yes,2023-11-25,No,,,,0,0,0
USER00716,52,Other,Tier-2 City,Postgraduate,Entrepreneurship,Tablet,LinkedIn,37,2023-06-02,No,,No,,,,0,0,0
USER00717,25,Other,Rural Area,Diploma,UI/UX Design,Tablet,YouTube,22,2023-10-24,No,,No,,,,0,0,0
USER00718,31,Male,Tier-2 City,High School,Entrepreneurship,Tablet,YouTube,41,2024-05-11,Yes,2024-05-23,No,,,,0,0,0
USER00719,26,Female,Tier-2 City,Diploma,Digital Marketing,Tablet,Instagram,37,2024-03-03,No,,No,,,,0,0,0
USER00720,46,Female,Tier-1 City,Diploma,Entrepreneurship,Mobile,Facebook,53,2023-03-05,Yes,2023-03-12,No,,,,0,0,0
USER00721,22,Other,Tier-2 City,Graduate,Digital Marketing,Mobile,Instagram,60,2023-04-23,Yes,2023-04-29,No,,,,0,0,0
USER00722,42,Female,Tier-2 City,High School,UI/UX Design,Tablet,Facebook,17,2024-08-25,No,,No,,,,0,0,0
USER00723,49,Other,Tier-1 City,Postgraduate,UI/UX Design,Tablet,Instagram,51,2024-03-01,Yes,2024-03-08,No,,,,0,0,0
USER00724,16,Other,Tier-2 City,Postgraduate,Finance,Tablet,Instagram,64,2023-03-18,Yes,2023-03-28,Yes,Elite,2023-04-05,Dropped,2499,1,10
USER00725,38,Other,Tier-1 City,Postgraduate,Data Science,Tablet,Instagram,2,2023-04-25,No,,No,,,,0,0,0
USER00726,45,Female,Tier-2 City,Graduate,Entrepreneurship,Desktop,Facebook,50,2024-07-03,Yes,2024-07-10,No,,,,0,0,0
USER00727,47,Other,Rural Area,Postgraduate,Digital Marketing,Desktop,LinkedIn,56,2024-07-09,Yes,2024-07-10,No,,,,0,0,0
USER00728,38,Female,Tier-1 City,High School,Digital Marketing,Desktop,Google Search,76,2024-09-02,Yes,2024-09-14,Yes,Basic,2024-09-18,Completed,999,1,10
USER00729,42,Male,Tier-2 City,Postgraduate,UI/UX Design,Tablet,Google Search,27,2024-04-23,No,,No,,,,0,0,0
USER00730,19,Female,Rural Area,High School,Data Science,Desktop,LinkedIn,67,2024-09-11,Yes,2024-09-13,Yes,Basic,2024-09-19,Completed,999,2,6
USER00731,25,Other,Tier-2 City,Postgraduate,UI/UX Design,Desktop,Instagram,1,2024-08-15,No,,No,,,,0,0,0
USER00732,45,Other,Rural Area,Diploma,UI/UX Design,Tablet,Facebook,78,2024-01-14,Yes,2024-01-15,Yes,Elite,2024-01-16,In Progress,2499,3,6
USER00733,17,Female,Tier-1 City,Postgraduate,UI/UX Design,Tablet,Instagram,45,2024-01-12,Yes,2024-01-21,No,,,,0,0,0
USER00734,31,Female,Tier-1 City,Diploma,UI/UX Design,Desktop,Google Search,59,2023-11-29,Yes,2023-12-07,No,,,,0,0,0
USER00735,54,Female,Rural Area,Graduate,Finance,Mobile,Facebook,76,2024-04-23,Yes,2024-04-28,Yes,Basic,2024-05-07,Completed,999,0,6
USER00736,17,Female,Rural Area,Postgraduate,UI/UX Design,Mobile,YouTube,15,2023-05-19,No,,No,,,,0,0,0
USER00737,26,Other,Rural Area,Graduate,Data Science,Tablet,Facebook,64,2024-01-10,Yes,2024-01-11,Yes,Basic,2024-01-16,Completed,999,2,9
USER00738,38,Female,Rural Area,Diploma,Digital Marketing,Tablet,Google Search,18,2024-07-17,No,,No,,,,0,0,0
USER00739,50,Female,Rural Area,Graduate,Data Science,Mobile,LinkedIn,17,2024-04-09,No,,No,,,,0,0,0
USER00740,27,Male,Tier-1 City,Postgraduate,Finance,Mobile,Instagram,36,2024-08-09,No,,No,,,,0,0,0
USER00741,48,Other,Tier-2 City,Graduate,Finance,Mobile,Instagram,22,2024-05-26,No,,No,,,,0,0,0
USER00742,19,Other,Tier-2 City,Postgraduate,Entrepreneurship,Mobile,Facebook,41,2023-10-29,Yes,2023-11-02,No,,,,0,0,0
USER00743,47,Female,Rural Area,Graduate,Finance,Tablet,Instagram,32,2023-12-31,No,,No,,,,0,0,0
USER00744,46,Other,Tier-1 City,Graduate,Data Science,Tablet,Facebook,42,2024-11-30,Yes,2024-12-06,No,,,,0,0,0
USER00745,32,Male,Tier-1 City,Postgraduate,Finance,Tablet,Google Search,64,2024-12-24,Yes,2024-12-28,Yes,Basic,2025-01-02,Completed,999,2,6
USER00746,32,Male,Tier-1 City,Postgraduate,Entrepreneurship,Tablet,YouTube,98,2023-07-25,Yes,2023-08-06,Yes,Basic,2023-08-14,Completed,999,0,10
USER00747,46,Male,Rural Area,High School,Finance,Mobile,Google Search,98,2024-10-17,Yes,2024-10-23,Yes,Elite,2024-11-02,Completed,2499,0,9
USER00748,41,Female,Tier-2 City,Graduate,Finance,Mobile,YouTube,45,2023-01-13,Yes,2023-01-17,No,,,,0,0,0
USER00749,26,Other,Tier-2 City,Graduate,Finance,Mobile,LinkedIn,27,2024-10-19,No,,No,,,,0,0,0
USER00750,38,Male,Tier-1 City,High School,UI/UX Design,Tablet,YouTube,32,2023-03-25,No,,No,,,,0,0,0
USER00751,49,Other,Rural Area,High School,UI/UX Design,Mobile,Instagram,26,2024-12-27,No,,No,,,,0,0,0
USER00752,54,Male,Tier-1 City,Postgraduate,Data Science,Tablet,Instagram,54,2023-11-12,Yes,2023-11-25,No,,,,0,0,0
USER00753,40,Female,Rural Area,Postgraduate,Digital Marketing,Mobile,Instagram,93,2024-09-21,Yes,2024-09-21,Yes,Elite,2024-09-29,In Progress,2499,0,6
USER00754,46,Male,Tier-1 City,Postgraduate,UI/UX Design,Mobile,Google Search,98,2023-03-25,Yes,2023-04-09,Yes,Basic,2023-04-15,Completed,999,0,6
USER00755,30,Male,Tier-2 City,Graduate,Entrepreneurship,Tablet,YouTube,16,2024-10-25,No,,No,,,,0,0,0
